grid_name,experiment_name,collection_temperature,scan_range,detector_distance,indexation,diff_limit,r_int,collection_program,processing_program,frames_collected,frame_conversion_program,diff_img_tiff_filename,grain_img_tiff_filename,frames_tiff_filenames,3D EM quality
grid_004948,exp_4237,295.0,120.0,650.0,64.52,,,CrysAlisPro(CCD) 44.140a 64-bit (release 27-01-2026),CrysAlisPro(RED) 44.140a 64-bit (release 27-01-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004948_exp_4237\exp_4237_middle_microed_diff_snapshot.tiff,./grid_004948_exp_4237\exp_4237_microed_grain_snapshot.tiff,./grid_004948_exp_4237\exp_4237_1_*.tiff,complex
grid_004949,exp_4238,295.0,120.0,650.0,93.5,,,CrysAlisPro(CCD) 44.140a 64-bit (release 27-01-2026),CrysAlisPro(RED) 44.140a 64-bit (release 27-01-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004949_exp_4238\exp_4238_middle_microed_diff_snapshot.tiff,./grid_004949_exp_4238\exp_4238_microed_grain_snapshot.tiff,./grid_004949_exp_4238\exp_4238_1_*.tiff,good
grid_004950,exp_4239,295.0,142.0,650.0,74.5,,,CrysAlisPro(CCD) 44.140a 64-bit (release 27-01-2026),CrysAlisPro(RED) 44.140a 64-bit (release 27-01-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004950_exp_4239\exp_4239_middle_microed_diff_snapshot.tiff,./grid_004950_exp_4239\exp_4239_microed_grain_snapshot.tiff,./grid_004950_exp_4239\exp_4239_1_*.tiff,complex
grid_004951,exp_4240,295.0,142.0,650.0,61.41,,,CrysAlisPro(CCD) 44.140a 64-bit (release 27-01-2026),CrysAlisPro(RED) 44.140a 64-bit (release 27-01-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004951_exp_4240\exp_4240_middle_microed_diff_snapshot.tiff,./grid_004951_exp_4240\exp_4240_microed_grain_snapshot.tiff,./grid_004951_exp_4240\exp_4240_1_*.tiff,complex
grid_004952,exp_4241,295.0,122.0,650.0,71.26,,,CrysAlisPro(CCD) 44.140a 64-bit (release 27-01-2026),CrysAlisPro(RED) 44.140a 64-bit (release 27-01-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004952_exp_4241\exp_4241_middle_microed_diff_snapshot.tiff,./grid_004952_exp_4241\exp_4241_microed_grain_snapshot.tiff,./grid_004952_exp_4241\exp_4241_1_*.tiff,complex
grid_004953,exp_4242,295.0,142.0,650.0,47.25,,,CrysAlisPro(CCD) 44.140a 64-bit (release 27-01-2026),CrysAlisPro(RED) 44.140a 64-bit (release 27-01-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004953_exp_4242\exp_4242_middle_microed_diff_snapshot.tiff,./grid_004953_exp_4242\exp_4242_microed_grain_snapshot.tiff,./grid_004953_exp_4242\exp_4242_1_*.tiff,bad
grid_004954,exp_4243,295.0,142.0,650.0,84.93,,,CrysAlisPro(CCD) 44.140a 64-bit (release 27-01-2026),CrysAlisPro(RED) 44.140a 64-bit (release 27-01-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004954_exp_4243\exp_4243_middle_microed_diff_snapshot.tiff,./grid_004954_exp_4243\exp_4243_microed_grain_snapshot.tiff,./grid_004954_exp_4243\exp_4243_1_*.tiff,complex
grid_004955,exp_4244,295.0,126.0,650.0,65.6,0.8,0.2458,CrysAlisPro(CCD) 44.140a 64-bit (release 27-01-2026),CrysAlisPro(RED) 44.140a 64-bit (release 27-01-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004955_exp_4244\exp_4244_middle_microed_diff_snapshot.tiff,./grid_004955_exp_4244\exp_4244_microed_grain_snapshot.tiff,./grid_004955_exp_4244\exp_4244_1_*.tiff,complex
grid_004956,exp_4245,295.0,121.0,650.0,4.82,,,CrysAlisPro(CCD) 44.140a 64-bit (release 27-01-2026),CrysAlisPro(RED) 44.140a 64-bit (release 27-01-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004956_exp_4245\exp_4245_middle_microed_diff_snapshot.tiff,./grid_004956_exp_4245\exp_4245_microed_grain_snapshot.tiff,./grid_004956_exp_4245\exp_4245_1_*.tiff,bad
grid_004957,exp_4246,295.0,125.0,650.0,89.38,0.8,0.1066,CrysAlisPro(CCD) 44.140a 64-bit (release 27-01-2026),CrysAlisPro(RED) 44.140a 64-bit (release 27-01-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004957_exp_4246\exp_4246_middle_microed_diff_snapshot.tiff,./grid_004957_exp_4246\exp_4246_microed_grain_snapshot.tiff,./grid_004957_exp_4246\exp_4246_1_*.tiff,complex
grid_004958,exp_4247,295.0,131.0,650.0,24.39,,,CrysAlisPro(CCD) 44.140a 64-bit (release 27-01-2026),CrysAlisPro(RED) 44.140a 64-bit (release 27-01-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004958_exp_4247\exp_4247_middle_microed_diff_snapshot.tiff,./grid_004958_exp_4247\exp_4247_microed_grain_snapshot.tiff,./grid_004958_exp_4247\exp_4247_1_*.tiff,bad
grid_004959,exp_4248,295.0,106.0,650.0,60.58,1.66,0.1415,CrysAlisPro(CCD) 44.140a 64-bit (release 27-01-2026),CrysAlisPro(RED) 44.140a 64-bit (release 27-01-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004959_exp_4248\exp_4248_middle_microed_diff_snapshot.tiff,./grid_004959_exp_4248\exp_4248_microed_grain_snapshot.tiff,./grid_004959_exp_4248\exp_4248_1_*.tiff,complex
grid_004960,exp_4249,295.0,118.0,650.0,52.97,,,CrysAlisPro(CCD) 44.140a 64-bit (release 27-01-2026),CrysAlisPro(RED) 44.140a 64-bit (release 27-01-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004960_exp_4249\exp_4249_middle_microed_diff_snapshot.tiff,./grid_004960_exp_4249\exp_4249_microed_grain_snapshot.tiff,./grid_004960_exp_4249\exp_4249_1_*.tiff,complex
grid_004961,exp_4250,295.0,126.0,650.0,63.26,,,CrysAlisPro(CCD) 44.140a 64-bit (release 27-01-2026),CrysAlisPro(RED) 44.140a 64-bit (release 27-01-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004961_exp_4250\exp_4250_middle_microed_diff_snapshot.tiff,./grid_004961_exp_4250\exp_4250_microed_grain_snapshot.tiff,./grid_004961_exp_4250\exp_4250_1_*.tiff,complex
grid_004962,exp_4251,295.0,122.0,650.0,23.82,,,CrysAlisPro(CCD) 44.140a 64-bit (release 27-01-2026),CrysAlisPro(RED) 44.140a 64-bit (release 27-01-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004962_exp_4251\exp_4251_middle_microed_diff_snapshot.tiff,./grid_004962_exp_4251\exp_4251_microed_grain_snapshot.tiff,./grid_004962_exp_4251\exp_4251_1_*.tiff,bad
grid_004963,exp_4252,295.0,122.0,650.0,81.74,,,CrysAlisPro(CCD) 44.140a 64-bit (release 27-01-2026),CrysAlisPro(RED) 44.140a 64-bit (release 27-01-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004963_exp_4252\exp_4252_middle_microed_diff_snapshot.tiff,./grid_004963_exp_4252\exp_4252_microed_grain_snapshot.tiff,./grid_004963_exp_4252\exp_4252_1_*.tiff,complex
grid_004964,exp_4253,295.0,111.0,650.0,98.88,1.71,0.4458,CrysAlisPro(CCD) 44.140a 64-bit (release 27-01-2026),CrysAlisPro(RED) 44.140a 64-bit (release 27-01-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004964_exp_4253\exp_4253_middle_microed_diff_snapshot.tiff,./grid_004964_exp_4253\exp_4253_microed_grain_snapshot.tiff,./grid_004964_exp_4253\exp_4253_1_*.tiff,complex
grid_004965,exp_4256,295.0,121.0,650.0,69.17,1.75,0.3195,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004965_exp_4256\exp_4256_middle_microed_diff_snapshot.tiff,./grid_004965_exp_4256\exp_4256_microed_grain_snapshot.tiff,./grid_004965_exp_4256\exp_4256_1_*.tiff,complex
grid_004966,exp_4254,295.0,92.0,650.0,51.83,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004966_exp_4254\exp_4254_middle_microed_diff_snapshot.tiff,./grid_004966_exp_4254\exp_4254_microed_grain_snapshot.tiff,./grid_004966_exp_4254\exp_4254_1_*.tiff,complex
grid_004967,exp_4255,295.0,131.0,650.0,65.91,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004967_exp_4255\exp_4255_middle_microed_diff_snapshot.tiff,./grid_004967_exp_4255\exp_4255_microed_grain_snapshot.tiff,./grid_004967_exp_4255\exp_4255_1_*.tiff,complex
grid_004968,exp_4294,295.0,65.0,650.0,100.0,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004968_exp_4294\exp_4294_middle_microed_diff_snapshot.tiff,./grid_004968_exp_4294\exp_4294_microed_grain_snapshot.tiff,./grid_004968_exp_4294\exp_4294_1_*.tiff,good
grid_004969,exp_4295,295.0,65.0,650.0,94.29,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004969_exp_4295\exp_4295_middle_microed_diff_snapshot.tiff,./grid_004969_exp_4295\exp_4295_microed_grain_snapshot.tiff,./grid_004969_exp_4295\exp_4295_1_*.tiff,good
grid_004970,exp_4296,295.0,65.0,650.0,100.0,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004970_exp_4296\exp_4296_middle_microed_diff_snapshot.tiff,./grid_004970_exp_4296\exp_4296_microed_grain_snapshot.tiff,./grid_004970_exp_4296\exp_4296_1_*.tiff,good
grid_004971,exp_4297,295.0,65.0,650.0,95.65,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004971_exp_4297\exp_4297_middle_microed_diff_snapshot.tiff,./grid_004971_exp_4297\exp_4297_microed_grain_snapshot.tiff,./grid_004971_exp_4297\exp_4297_1_*.tiff,good
grid_004972,exp_4298,295.0,65.0,650.0,92.11,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004972_exp_4298\exp_4298_middle_microed_diff_snapshot.tiff,./grid_004972_exp_4298\exp_4298_microed_grain_snapshot.tiff,./grid_004972_exp_4298\exp_4298_1_*.tiff,good
grid_004973,exp_4299,295.0,106.0,650.0,58.75,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004973_exp_4299\exp_4299_middle_microed_diff_snapshot.tiff,./grid_004973_exp_4299\exp_4299_microed_grain_snapshot.tiff,./grid_004973_exp_4299\exp_4299_1_*.tiff,complex
grid_004974,exp_4300,295.0,100.0,650.0,83.33,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004974_exp_4300\exp_4300_middle_microed_diff_snapshot.tiff,./grid_004974_exp_4300\exp_4300_microed_grain_snapshot.tiff,./grid_004974_exp_4300\exp_4300_1_*.tiff,complex
grid_004975,exp_4301,295.0,100.0,650.0,43.18,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004975_exp_4301\exp_4301_middle_microed_diff_snapshot.tiff,./grid_004975_exp_4301\exp_4301_microed_grain_snapshot.tiff,./grid_004975_exp_4301\exp_4301_1_*.tiff,bad
grid_004976,exp_4302,295.0,90.0,650.0,56.62,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004976_exp_4302\exp_4302_middle_microed_diff_snapshot.tiff,./grid_004976_exp_4302\exp_4302_microed_grain_snapshot.tiff,./grid_004976_exp_4302\exp_4302_1_*.tiff,complex
grid_004977,exp_4303,295.0,120.0,650.0,89.94,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004977_exp_4303\exp_4303_middle_microed_diff_snapshot.tiff,./grid_004977_exp_4303\exp_4303_microed_grain_snapshot.tiff,./grid_004977_exp_4303\exp_4303_1_*.tiff,complex
grid_004978,exp_4304,295.0,120.0,650.0,80.45,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004978_exp_4304\exp_4304_middle_microed_diff_snapshot.tiff,./grid_004978_exp_4304\exp_4304_microed_grain_snapshot.tiff,./grid_004978_exp_4304\exp_4304_1_*.tiff,complex
grid_004979,exp_4305,295.0,90.0,650.0,26.1,0.94,0.5658,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004979_exp_4305\exp_4305_middle_microed_diff_snapshot.tiff,./grid_004979_exp_4305\exp_4305_microed_grain_snapshot.tiff,./grid_004979_exp_4305\exp_4305_1_*.tiff,bad
grid_004980,exp_4306,295.0,116.0,650.0,64.49,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004980_exp_4306\exp_4306_middle_microed_diff_snapshot.tiff,./grid_004980_exp_4306\exp_4306_microed_grain_snapshot.tiff,./grid_004980_exp_4306\exp_4306_1_*.tiff,complex
grid_004981,exp_4307,295.0,106.0,650.0,70.81,1.53,0.4038,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004981_exp_4307\exp_4307_middle_microed_diff_snapshot.tiff,./grid_004981_exp_4307\exp_4307_microed_grain_snapshot.tiff,./grid_004981_exp_4307\exp_4307_1_*.tiff,complex
grid_004982,exp_4308,295.0,140.0,650.0,80.58,0.8,0.1845,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004982_exp_4308\exp_4308_middle_microed_diff_snapshot.tiff,./grid_004982_exp_4308\exp_4308_microed_grain_snapshot.tiff,./grid_004982_exp_4308\exp_4308_1_*.tiff,complex
grid_004983,exp_4309,295.0,140.0,650.0,51.41,0.84,0.1045,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004983_exp_4309\exp_4309_middle_microed_diff_snapshot.tiff,./grid_004983_exp_4309\exp_4309_microed_grain_snapshot.tiff,./grid_004983_exp_4309\exp_4309_1_*.tiff,complex
grid_004984,exp_4310,295.0,137.0,650.0,87.1,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004984_exp_4310\exp_4310_middle_microed_diff_snapshot.tiff,./grid_004984_exp_4310\exp_4310_microed_grain_snapshot.tiff,./grid_004984_exp_4310\exp_4310_1_*.tiff,complex
grid_004985,exp_4311,295.0,142.0,650.0,88.7,1.05,0.1742,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004985_exp_4311\exp_4311_middle_microed_diff_snapshot.tiff,./grid_004985_exp_4311\exp_4311_microed_grain_snapshot.tiff,./grid_004985_exp_4311\exp_4311_1_*.tiff,complex
grid_004986,exp_4312,295.0,117.0,650.0,80.56,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004986_exp_4312\exp_4312_middle_microed_diff_snapshot.tiff,./grid_004986_exp_4312\exp_4312_microed_grain_snapshot.tiff,./grid_004986_exp_4312\exp_4312_1_*.tiff,complex
grid_004987,exp_4313,295.0,142.0,650.0,82.56,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004987_exp_4313\exp_4313_middle_microed_diff_snapshot.tiff,./grid_004987_exp_4313\exp_4313_microed_grain_snapshot.tiff,./grid_004987_exp_4313\exp_4313_1_*.tiff,complex
grid_004988,exp_4314,295.0,136.0,650.0,98.57,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004988_exp_4314\exp_4314_middle_microed_diff_snapshot.tiff,./grid_004988_exp_4314\exp_4314_microed_grain_snapshot.tiff,./grid_004988_exp_4314\exp_4314_1_*.tiff,good
grid_004989,exp_4315,295.0,139.0,650.0,96.3,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004989_exp_4315\exp_4315_middle_microed_diff_snapshot.tiff,./grid_004989_exp_4315\exp_4315_microed_grain_snapshot.tiff,./grid_004989_exp_4315\exp_4315_1_*.tiff,good
grid_004990,exp_4316,295.0,142.0,650.0,85.85,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004990_exp_4316\exp_4316_middle_microed_diff_snapshot.tiff,./grid_004990_exp_4316\exp_4316_microed_grain_snapshot.tiff,./grid_004990_exp_4316\exp_4316_1_*.tiff,complex
grid_004991,exp_4317,295.0,125.0,650.0,45.52,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004991_exp_4317\exp_4317_middle_microed_diff_snapshot.tiff,./grid_004991_exp_4317\exp_4317_microed_grain_snapshot.tiff,./grid_004991_exp_4317\exp_4317_1_*.tiff,bad
grid_004992,exp_4318,295.0,125.0,650.0,26.27,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004992_exp_4318\exp_4318_middle_microed_diff_snapshot.tiff,./grid_004992_exp_4318\exp_4318_microed_grain_snapshot.tiff,./grid_004992_exp_4318\exp_4318_1_*.tiff,bad
grid_004993,exp_4319,295.0,117.0,650.0,99.63,1.75,0.1526,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004993_exp_4319\exp_4319_middle_microed_diff_snapshot.tiff,./grid_004993_exp_4319\exp_4319_microed_grain_snapshot.tiff,./grid_004993_exp_4319\exp_4319_1_*.tiff,complex
grid_004994,exp_4320,295.0,89.0,650.0,48.1,0.88,0.1313,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004994_exp_4320\exp_4320_middle_microed_diff_snapshot.tiff,./grid_004994_exp_4320\exp_4320_microed_grain_snapshot.tiff,./grid_004994_exp_4320\exp_4320_1_*.tiff,bad
grid_004995,exp_4321,295.0,112.0,650.0,21.9,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004995_exp_4321\exp_4321_middle_microed_diff_snapshot.tiff,./grid_004995_exp_4321\exp_4321_microed_grain_snapshot.tiff,./grid_004995_exp_4321\exp_4321_1_*.tiff,bad
grid_004996,exp_4322,295.0,117.0,650.0,90.15,0.91,0.1801,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004996_exp_4322\exp_4322_middle_microed_diff_snapshot.tiff,./grid_004996_exp_4322\exp_4322_microed_grain_snapshot.tiff,./grid_004996_exp_4322\exp_4322_1_*.tiff,good
grid_004997,exp_4323,295.0,130.0,650.0,70.97,1.0,0.2038,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004997_exp_4323\exp_4323_middle_microed_diff_snapshot.tiff,./grid_004997_exp_4323\exp_4323_microed_grain_snapshot.tiff,./grid_004997_exp_4323\exp_4323_1_*.tiff,complex
grid_004998,exp_4324,295.0,125.0,650.0,87.05,0.86,0.1461,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004998_exp_4324\exp_4324_middle_microed_diff_snapshot.tiff,./grid_004998_exp_4324\exp_4324_microed_grain_snapshot.tiff,./grid_004998_exp_4324\exp_4324_1_*.tiff,complex
grid_004999,exp_4325,295.0,112.0,650.0,62.02,1.02,0.1773,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_004999_exp_4325\exp_4325_middle_microed_diff_snapshot.tiff,./grid_004999_exp_4325\exp_4325_microed_grain_snapshot.tiff,./grid_004999_exp_4325\exp_4325_1_*.tiff,complex
grid_005000,exp_4326,295.0,106.0,650.0,96.7,,,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_005000_exp_4326\exp_4326_middle_microed_diff_snapshot.tiff,./grid_005000_exp_4326\exp_4326_microed_grain_snapshot.tiff,./grid_005000_exp_4326\exp_4326_1_*.tiff,good
grid_005001,exp_4327,295.0,116.0,650.0,91.67,0.86,0.1655,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_005001_exp_4327\exp_4327_middle_microed_diff_snapshot.tiff,./grid_005001_exp_4327\exp_4327_microed_grain_snapshot.tiff,./grid_005001_exp_4327\exp_4327_1_*.tiff,good
grid_005002,exp_4328,295.0,91.0,650.0,98.34,1.53,0.259,CrysAlisPro(CCD) 44.142a 64-bit (release 06-02-2026),CrysAlisPro(RED) 44.142a 64-bit (release 06-02-2026),20,"CrysAlis system (44.142a 64-bit (release 06-02-2026))(compiled Feb  6 2026,17:44:32)",./grid_005002_exp_4328\exp_4328_middle_microed_diff_snapshot.tiff,./grid_005002_exp_4328\exp_4328_microed_grain_snapshot.tiff,./grid_005002_exp_4328\exp_4328_1_*.tiff,complex
